N,P,K,temperature,humidity,ph,rainfall,soil_moisture,label
95,60,50,24.4,81.4,6.5,218.9,71,rice
65,37,61,30.0,78.8,6.5,154.8,68,groundnut
54,50,43,30.4,73.1,6.5,140.0,56,cotton
20,28,23,23.0,81.4,6.0,243.7,75,pulses
23,35,27,22.1,85.1,5.7,200.4,77,pulses
67,38,65,26.4,76.9,6.7,164.4,65,groundnut
69,39,55,29.0,70.4,6.6,146.8,64,groundnut
58,49,50,29.0,65.6,6.3,133.5,64,cotton
60,49,45,25.9,69.0,6.6,117.6,44,wheat
25,34,21,22.6,89.4,5.8,246.1,75,pulses
76,53,62,28.4,75.1,6.7,265.4,80,sugarcane
27,34,30,24.9,82.2,5.5,245.8,69,pulses
81,57,37,23.7,76.1,6.8,159.2,45,maize
88,53,44,21.5,61.2,6.6,165.6,53,maize
84,58,38,25.8,62.2,6.6,147.8,45,maize
67,35,58,26.7,73.5,6.6,156.1,64,groundnut
85,45,42,20.1,76.5,6.3,181.4,79,rice
51,34,33,27.6,59.8,5.9,109.5,33,barley
53,33,39,25.5,59.4,5.5,82.2,34,barley
72,39,62,28.0,73.2,6.9,150.0,58,groundnut
45,37,30,25.2,57.0,5.8,89.4,32,barley
94,57,60,24.5,84.0,6.7,246.8,66,rice
75,43,63,27.9,70.3,6.3,221.8,72,sugarcane
35,45,54,31.3,50.0,6.3,88.5,26,millet
42,45,53,31.2,58.1,6.4,87.5,25,millet
47,32,31,29.3,60.0,5.8,88.1,25,barley
69,54,54,25.1,76.4,6.3,298.7,73,sugarcane
56,46,44,29.1,71.2,6.8,123.4,50,cotton
49,39,37,28.6,57.1,5.8,102.0,34,barley
95,47,50,21.7,86.4,6.6,224.2,75,rice
68,56,45,23.2,60.2,7.2,117.4,45,wheat
47,35,32,25.1,63.8,5.7,106.3,30,barley
84,48,57,22.4,75.9,6.2,214.1,76,rice
42,45,52,30.1,58.8,6.5,89.3,27,millet
45,32,34,29.4,61.4,5.7,116.9,29,barley
70,30,65,29.4,79.2,6.7,175.5,56,groundnut
79,49,57,27.3,84.5,6.6,254.1,70,sugarcane
70,35,59,26.3,77.8,6.7,172.4,58,groundnut
80,60,43,25.9,72.3,6.6,178.2,52,maize
87,60,35,22.4,68.3,6.6,135.7,55,maize
84,50,35,21.6,71.1,6.7,167.1,45,maize
42,52,47,31.9,53.0,6.3,104.1,25,millet
60,47,46,30.2,68.5,6.4,127.4,59,cotton
90,49,49,24.7,82.2,6.1,189.9,70,rice
56,40,46,28.4,69.7,6.3,151.5,50,cotton
24,29,22,25.0,81.7,5.8,191.6,66,pulses
23,32,29,22.2,80.4,6.0,222.0,67,pulses
61,45,40,23.5,61.9,6.7,110.3,43,wheat
81,52,43,24.3,70.2,6.6,170.8,59,maize
71,38,64,29.1,72.1,7.0,174.6,69,groundnut
23,25,25,24.8,88.0,5.6,194.4,80,pulses
72,49,50,25.4,83.9,6.3,264.3,77,sugarcane
30,33,22,22.7,89.1,6.0,184.4,71,pulses
70,31,58,27.6,72.3,6.7,175.4,62,groundnut
68,35,60,28.7,76.2,6.5,173.3,70,groundnut
48,38,30,28.1,56.8,6.0,105.9,35,barley
22,27,29,23.4,89.1,6.2,226.4,67,pulses
35,55,51,30.1,55.4,6.3,108.0,25,millet
71,51,37,24.9,65.7,6.9,151.5,51,maize
72,59,42,24.4,70.2,6.9,133.5,50,maize
93,53,40,24.2,77.5,6.8,240.4,73,rice
75,32,57,29.3,75.6,7.0,179.3,69,groundnut
67,45,61,26.0,82.3,6.7,224.6,77,sugarcane
50,31,31,28.0,56.3,5.7,117.5,28,barley
65,34,58,27.3,76.1,6.6,152.8,67,groundnut
21,25,23,23.6,81.1,5.8,191.1,78,pulses
52,31,31,25.3,59.0,5.6,112.8,33,barley
30,32,21,23.3,88.9,5.9,214.5,67,pulses
54,48,49,31.7,70.8,6.4,124.5,52,cotton
84,44,45,20.9,78.8,6.7,250.0,62,rice
43,51,53,29.0,59.7,6.1,105.6,34,millet
52,50,48,28.0,65.2,6.8,129.8,59,cotton
43,46,52,28.6,51.0,6.2,83.5,34,millet
80,47,51,25.6,78.7,6.6,209.7,78,sugarcane
55,44,49,29.8,69.3,6.6,122.7,50,cotton
79,58,43,23.5,71.3,6.8,138.5,49,maize
50,48,42,30.2,71.4,6.2,141.6,55,cotton
73,60,36,23.8,70.4,6.6,130.4,52,maize
25,31,25,23.0,87.1,5.6,181.5,78,pulses
26,26,24,25.7,81.2,5.8,203.7,69,pulses
92,49,42,20.9,77.2,6.7,218.4,79,rice
44,48,45,29.4,58.7,6.0,115.4,31,millet
24,28,21,25.6,89.2,5.8,224.7,74,pulses
47,38,35,28.5,58.4,5.7,114.8,28,barley
60,40,45,29.0,69.7,6.7,141.4,60,cotton
27,33,27,25.5,89.8,5.7,239.0,65,pulses
73,47,53,29.0,74.9,6.3,202.3,78,sugarcane
29,34,30,25.1,85.6,6.1,186.1,79,pulses
75,43,64,28.5,87.2,6.7,223.6,81,sugarcane
81,60,37,21.5,74.3,6.6,185.9,49,maize
36,54,51,28.9,56.3,6.4,104.6,33,millet
50,38,32,26.8,63.1,5.6,114.3,33,barley
81,59,38,25.0,77.0,6.5,155.0,59,maize
83,60,43,24.1,70.1,6.8,198.6,47,maize
26,32,28,22.6,80.4,6.0,186.9,72,pulses
29,32,20,22.3,88.7,5.7,224.7,69,pulses
86,56,43,24.2,71.4,6.6,146.3,46,maize
74,30,60,26.0,79.8,6.7,142.1,60,groundnut
57,45,46,27.6,57.2,6.9,108.1,39,wheat
72,34,61,28.5,76.7,7.0,172.9,61,groundnut
53,50,50,27.1,56.9,6.6,130.6,43,wheat
52,50,48,22.3,62.6,6.7,110.0,40,wheat
46,40,35,29.6,55.7,5.6,94.5,30,barley
44,55,47,30.0,51.8,6.2,95.8,28,millet
45,51,46,31.4,53.8,6.5,87.4,28,millet
75,40,62,27.8,71.7,6.4,282.6,76,sugarcane
67,56,44,26.2,61.9,6.5,120.6,42,wheat
58,50,43,24.2,68.8,7.2,129.7,35,wheat
60,43,43,28.3,71.5,6.7,164.7,52,cotton
73,49,58,26.5,77.6,6.6,256.0,71,sugarcane
45,52,55,30.4,54.0,6.3,112.1,25,millet
29,33,24,24.6,82.4,5.8,219.4,73,pulses
40,48,45,29.9,54.3,6.1,96.3,30,millet
70,57,49,27.9,64.3,6.6,143.2,42,wheat
74,58,43,21.4,72.6,6.6,158.3,49,maize
45,50,53,31.4,57.8,6.1,119.2,25,millet
56,49,47,28.7,74.5,6.4,158.0,58,cotton
70,37,60,28.7,78.6,6.9,143.8,62,groundnut
30,33,29,23.2,80.7,5.7,244.1,69,pulses
52,31,38,29.4,63.8,6.1,119.4,27,barley
55,42,41,31.7,70.8,6.7,127.2,51,cotton
96,48,52,24.7,78.0,6.3,203.4,62,rice
65,39,57,27.1,70.3,6.7,156.1,55,groundnut
22,29,28,25.4,88.2,5.6,234.0,75,pulses
68,53,51,25.1,74.1,6.3,200.6,78,sugarcane
53,36,37,29.0,64.9,5.5,95.2,30,barley
52,36,32,28.3,60.6,5.8,119.8,30,barley
88,52,35,25.3,73.2,6.5,150.2,57,maize
52,45,49,22.2,56.2,6.7,109.1,42,wheat
78,53,38,22.1,79.7,6.9,199.7,48,maize
43,45,48,28.2,52.3,6.4,90.3,28,millet
61,48,43,23.0,65.9,6.8,114.2,36,wheat
80,54,58,29.0,86.9,6.9,210.5,82,sugarcane
70,38,59,29.5,77.3,7.0,142.0,60,groundnut
71,39,60,27.5,71.0,6.5,148.0,60,groundnut
55,47,47,30.7,69.9,6.8,155.9,61,cotton
24,34,30,24.7,80.6,5.6,180.7,75,pulses
67,34,64,26.3,78.3,6.7,146.9,67,groundnut
42,45,49,28.1,55.1,6.2,101.8,32,millet
99,48,40,23.1,89.6,6.8,227.3,75,rice
50,40,40,30.5,72.5,6.7,175.0,53,cotton
100,56,50,24.3,89.9,6.2,220.5,73,rice
68,46,65,27.8,74.3,6.3,262.7,80,sugarcane
24,33,26,23.8,87.6,5.5,219.0,72,pulses
77,55,57,28.0,83.3,6.2,226.2,84,sugarcane
54,33,30,26.9,59.6,5.6,114.1,34,barley
73,30,56,28.3,76.6,6.6,179.8,57,groundnut
72,32,63,28.4,79.6,6.9,142.2,62,groundnut
74,32,58,25.3,71.8,6.9,166.7,68,groundnut
26,25,23,22.9,86.2,5.6,233.5,77,pulses
75,37,59,27.1,78.4,6.5,169.4,70,groundnut
97,40,59,20.4,84.8,6.8,211.3,75,rice
71,42,56,25.3,83.0,6.5,206.1,78,sugarcane
45,37,31,25.5,63.5,5.5,111.1,25,barley
25,29,30,23.4,81.1,6.1,221.8,73,pulses
80,44,43,24.0,77.8,6.5,210.4,66,rice
67,43,64,25.4,88.7,6.7,296.9,77,sugarcane
68,35,56,28.5,73.1,6.9,179.1,56,groundnut
80,46,50,27.7,85.1,6.5,203.9,75,sugarcane
29,28,24,25.8,82.3,5.8,212.8,77,pulses
71,33,61,27.9,70.1,6.8,178.8,66,groundnut
67,52,59,26.4,74.1,6.3,298.2,74,sugarcane
73,43,56,27.9,86.1,6.7,218.3,75,sugarcane
58,47,50,22.1,60.4,6.7,128.8,43,wheat
79,47,51,27.5,70.8,6.4,222.2,83,sugarcane
74,44,59,28.7,74.2,6.4,212.0,71,sugarcane
98,46,44,20.2,83.4,6.5,199.7,76,rice
79,60,43,21.3,74.6,6.7,188.4,57,maize
45,40,31,25.8,56.8,5.7,103.4,29,barley
22,30,23,25.0,84.6,6.0,239.0,65,pulses
24,31,23,23.7,89.7,5.8,246.3,65,pulses
97,46,41,21.0,78.5,6.8,233.7,68,rice
52,42,41,28.1,74.7,6.3,121.8,65,cotton
75,30,55,27.2,79.5,7.0,143.3,62,groundnut
50,51,47,25.9,62.0,6.9,103.6,42,wheat
43,50,46,31.6,51.2,6.3,112.5,30,millet
99,56,58,23.6,80.7,6.6,198.5,63,rice
69,48,51,25.2,73.8,6.4,292.1,79,sugarcane
88,47,47,20.2,76.3,6.4,197.6,60,rice
67,35,55,28.0,74.2,7.0,144.7,66,groundnut
69,60,40,23.8,56.9,6.8,101.0,41,wheat
47,34,38,26.2,63.8,6.0,94.7,34,barley
53,37,40,26.6,57.0,6.2,104.8,28,barley
69,37,65,25.7,79.4,6.6,157.1,58,groundnut
49,31,38,28.6,62.1,5.8,85.3,35,barley
51,53,47,24.3,59.3,7.0,128.3,37,wheat
41,52,53,31.0,59.8,6.1,112.0,29,millet
70,49,40,26.5,68.9,6.6,128.3,39,wheat
74,31,63,26.6,76.4,6.6,160.3,67,groundnut
85,46,45,20.2,89.8,6.6,187.6,75,rice
25,28,22,23.1,84.1,5.8,180.1,74,pulses
73,52,58,26.0,85.0,6.5,255.6,71,sugarcane
84,52,43,25.2,79.3,7.0,145.8,58,maize
89,54,46,24.1,80.1,6.2,233.9,74,rice
72,40,60,27.3,86.2,6.7,218.1,81,sugarcane
54,46,45,27.7,74.5,6.3,159.4,50,cotton
20,27,20,23.0,83.2,6.2,200.6,75,pulses
84,53,56,20.9,90.0,6.7,243.1,61,rice
21,25,22,23.9,85.8,6.1,221.6,80,pulses
66,36,55,27.8,70.6,6.5,152.6,56,groundnut
29,28,26,25.4,81.1,5.8,181.1,66,pulses
73,34,55,25.2,76.0,6.8,174.8,64,groundnut
80,53,43,24.5,70.6,6.9,143.6,48,maize
92,43,48,24.9,87.5,6.4,204.4,66,rice
65,50,60,29.8,81.0,6.5,247.8,76,sugarcane
80,52,40,23.8,77.5,6.8,167.7,57,maize
81,54,41,25.1,64.3,6.8,176.3,51,maize
60,49,48,31.4,68.3,6.3,138.9,51,cotton
55,31,36,28.0,63.1,5.8,111.1,30,barley
46,38,31,30.0,60.7,6.0,114.9,31,barley
86,50,44,20.6,77.4,6.1,225.7,62,rice
87,51,42,21.7,66.5,6.8,162.7,60,maize
66,34,59,25.8,74.0,6.8,146.8,64,groundnut
82,56,53,21.8,75.6,6.0,188.3,67,rice
82,49,51,20.0,87.5,6.5,197.7,70,rice
96,60,53,21.1,89.2,6.7,203.3,73,rice
90,54,52,21.2,75.3,6.6,194.3,71,rice
37,51,45,28.1,56.1,6.2,86.3,28,millet
70,51,53,26.1,87.7,6.6,278.4,73,sugarcane
56,42,48,30.6,68.1,6.4,158.3,61,cotton
75,48,64,25.3,76.0,6.6,208.8,70,sugarcane
68,53,51,25.1,82.0,6.5,205.3,74,sugarcane
51,40,48,30.9,67.7,6.5,164.9,51,cotton
37,48,54,31.7,59.2,6.0,93.4,30,millet
23,26,23,24.7,88.3,6.2,241.6,80,pulses
82,59,39,25.1,61.3,6.6,151.9,51,maize
87,55,49,22.0,88.0,6.3,196.0,80,rice
51,35,36,26.2,63.2,5.5,107.6,26,barley
68,34,62,29.8,78.0,6.5,146.4,55,groundnut
96,46,51,21.0,75.9,6.4,233.2,73,rice
72,55,50,27.8,83.9,6.4,206.0,75,sugarcane
30,26,22,23.3,84.1,6.2,203.6,68,pulses
40,50,52,29.4,56.5,6.2,99.6,28,millet
81,60,35,23.4,60.2,6.7,126.0,57,maize
41,49,47,29.9,52.8,6.3,91.8,27,millet
65,48,45,24.4,65.0,6.7,101.4,37,wheat
72,35,60,28.1,71.2,7.0,159.9,70,groundnut
67,38,55,27.1,70.5,6.7,154.0,66,groundnut
26,31,25,25.4,83.9,5.9,216.0,77,pulses
48,38,32,29.3,57.4,5.7,98.6,33,barley
96,42,44,22.1,86.3,6.4,247.0,71,rice
60,47,45,30.6,65.5,6.4,146.3,64,cotton
36,46,53,28.1,50.6,6.4,101.1,25,millet
38,51,54,30.5,51.8,6.1,106.5,30,millet
82,43,40,21.8,81.0,6.8,189.4,70,rice
83,50,40,23.7,75.0,6.9,173.5,53,maize
51,38,30,25.5,64.6,5.7,116.6,25,barley
53,38,34,28.0,56.1,5.9,94.2,28,barley
57,46,48,31.5,71.9,6.3,131.7,59,cotton
53,40,34,29.3,57.1,5.9,116.4,26,barley
65,54,65,29.3,87.2,6.7,202.5,72,sugarcane
40,50,54,28.4,57.1,6.1,109.4,32,millet
77,43,50,29.7,79.7,6.7,252.6,82,sugarcane
44,48,48,31.3,51.2,6.1,93.1,33,millet
90,57,35,25.0,66.0,6.7,162.6,58,maize
54,33,30,29.7,59.7,6.0,99.1,26,barley
25,32,21,25.3,88.5,5.8,206.3,79,pulses
44,53,54,28.6,56.6,6.2,86.0,29,millet
49,33,33,27.8,63.6,5.7,103.9,33,barley
23,30,26,24.0,80.5,6.2,207.9,72,pulses
36,51,55,29.6,52.7,6.3,96.8,35,millet
60,46,45,28.2,71.2,6.6,162.0,64,cotton
66,53,42,24.6,61.1,6.8,110.6,43,wheat
69,54,44,26.2,59.8,6.5,138.9,43,wheat
77,53,38,23.6,62.3,6.6,141.6,60,maize
65,34,62,28.5,70.8,6.6,170.1,56,groundnut
36,49,47,30.0,59.9,6.2,109.4,33,millet
57,49,41,31.2,74.0,6.6,160.4,52,cotton
73,35,63,25.9,74.7,6.8,154.1,64,groundnut
75,46,62,29.5,79.8,6.7,279.3,81,sugarcane
73,59,41,22.2,76.2,6.6,179.4,48,maize
58,52,46,24.9,61.8,7.0,123.1,43,wheat
83,60,41,23.2,68.5,6.8,163.9,55,maize
21,34,20,25.7,81.7,5.5,194.7,75,pulses
65,43,56,28.6,82.3,6.3,279.6,71,sugarcane
21,29,24,22.2,80.0,5.7,212.9,69,pulses
69,30,60,26.7,73.2,6.9,149.3,66,groundnut
44,49,46,30.8,50.8,6.5,91.9,34,millet
55,43,41,29.8,72.6,6.4,169.6,59,cotton
72,40,50,28.0,89.9,6.8,213.7,79,sugarcane
45,34,34,26.4,55.6,5.5,107.2,34,barley
53,49,43,22.3,64.6,7.2,142.9,40,wheat
96,59,41,24.2,77.9,6.1,190.3,79,rice
81,48,44,20.4,86.9,6.1,230.7,71,rice
98,45,54,24.4,87.5,6.5,199.9,73,rice
100,56,47,23.2,83.0,6.5,182.5,78,rice
94,43,45,20.7,82.1,6.0,181.1,71,rice
70,36,60,27.6,78.0,6.6,157.2,58,groundnut
77,51,36,24.9,63.0,6.9,153.6,60,maize
51,42,44,27.3,73.4,6.8,168.7,54,cotton
69,52,65,25.4,83.4,6.4,246.4,70,sugarcane
41,52,52,29.9,58.9,6.4,94.8,35,millet
42,54,49,29.1,51.9,6.4,108.5,26,millet
64,59,43,23.5,56.5,6.6,148.9,41,wheat
45,32,30,28.9,63.5,5.9,90.6,25,barley
36,54,48,30.0,52.4,6.4,104.4,32,millet
28,33,26,24.3,82.6,5.6,192.3,76,pulses
74,30,59,27.0,73.0,7.0,141.5,62,groundnut
82,54,59,23.4,84.9,6.6,208.9,60,rice
58,51,46,27.3,68.5,6.7,100.2,38,wheat
71,49,63,27.3,87.0,6.6,243.5,76,sugarcane
70,30,55,28.8,75.3,6.7,177.1,68,groundnut
52,50,47,25.0,55.6,7.0,148.4,35,wheat
28,29,28,24.8,87.2,5.6,221.3,72,pulses
44,46,48,28.5,54.6,6.2,117.7,32,millet
96,55,48,23.7,80.4,6.8,249.2,60,rice
66,52,51,29.9,88.1,6.4,272.2,78,sugarcane
65,50,46,26.0,68.6,7.0,146.7,44,wheat
52,33,37,25.3,64.9,6.2,96.3,34,barley
74,39,65,27.8,78.6,6.5,154.5,63,groundnut
90,58,43,21.8,75.5,6.3,239.1,65,rice
29,28,21,23.9,80.9,6.0,199.1,67,pulses
70,47,64,30.0,88.0,6.8,231.4,80,sugarcane
96,50,51,21.5,78.0,6.3,183.6,66,rice
72,35,58,29.9,74.2,6.5,166.7,64,groundnut
52,30,35,29.5,62.7,5.8,88.0,28,barley
52,40,31,29.3,56.6,6.1,86.4,33,barley
36,50,46,31.9,59.0,6.3,99.6,33,millet
30,35,27,23.0,80.2,5.7,199.3,66,pulses
54,59,41,22.5,59.8,6.8,124.5,43,wheat
77,50,58,26.7,87.4,6.3,232.1,74,sugarcane
47,36,34,29.3,59.7,6.1,93.3,26,barley
57,43,45,31.0,70.4,6.6,137.3,65,cotton
54,38,34,26.7,56.0,6.1,95.8,35,barley
72,39,56,25.4,75.7,6.5,170.4,66,groundnut
41,47,46,29.6,54.3,6.3,103.1,29,millet
27,29,21,25.8,83.5,5.8,182.5,72,pulses
77,51,38,25.1,72.4,6.9,198.1,59,maize
62,46,45,24.9,68.3,6.5,136.3,37,wheat
21,35,20,25.2,83.6,5.8,236.4,73,pulses
84,54,54,20.9,79.9,6.3,213.7,77,rice
55,30,35,29.3,62.3,6.1,117.0,35,barley
54,42,44,29.4,69.2,6.5,151.2,58,cotton
58,54,40,25.9,61.2,7.0,146.0,40,wheat
55,36,38,27.7,59.0,5.8,87.4,33,barley
53,47,49,29.2,67.2,6.3,143.7,51,cotton
74,33,62,25.2,76.8,6.8,168.3,55,groundnut
92,59,56,23.9,83.1,6.8,242.7,60,rice
74,38,56,28.7,78.4,6.9,165.8,61,groundnut
66,36,59,29.4,70.9,6.8,145.4,59,groundnut
73,53,55,28.9,71.9,6.6,264.2,74,sugarcane
91,59,46,24.7,88.1,6.1,208.6,78,rice
69,45,41,23.8,65.4,6.8,147.5,35,wheat
65,33,65,27.2,79.8,6.6,179.7,55,groundnut
29,26,29,23.4,80.8,5.9,241.3,65,pulses
65,51,51,25.8,87.3,6.8,284.0,75,sugarcane
53,43,47,28.6,69.4,6.8,162.0,54,cotton
65,50,59,25.8,70.1,6.4,297.6,71,sugarcane
89,43,58,20.2,83.3,6.5,231.1,79,rice
27,29,24,25.4,89.1,6.2,192.1,73,pulses
65,40,59,28.9,79.4,6.8,295.3,77,sugarcane
74,34,59,29.7,77.1,6.7,156.4,63,groundnut
52,55,47,22.9,56.0,6.8,112.8,35,wheat
71,35,60,27.1,70.0,6.9,178.8,65,groundnut
65,59,49,24.1,61.6,6.6,112.0,35,wheat
20,34,26,24.8,86.2,6.1,188.8,74,pulses
66,51,60,28.1,79.5,6.3,293.5,77,sugarcane
65,33,55,29.3,71.9,6.9,161.6,67,groundnut
82,51,43,24.9,71.8,6.5,170.2,49,maize
56,50,42,27.4,71.7,6.6,162.3,59,cotton
46,40,40,29.7,62.2,5.6,108.3,30,barley
36,49,46,30.6,58.7,6.1,91.5,32,millet
78,60,35,23.9,64.5,6.9,161.9,46,maize
76,52,58,29.1,74.9,6.5,213.1,79,sugarcane
65,32,59,28.2,75.5,6.8,173.6,66,groundnut
70,54,39,23.3,73.9,6.6,120.4,47,maize
59,48,46,30.2,67.9,6.8,143.4,55,cotton
70,55,43,25.8,72.2,7.0,129.1,49,maize
53,41,41,31.3,67.9,6.6,146.6,57,cotton
24,34,28,24.2,89.8,5.7,201.2,69,pulses
70,46,46,26.8,57.6,6.6,129.4,36,wheat
96,50,57,20.2,83.4,6.7,186.5,62,rice
75,49,55,25.6,86.3,6.5,275.8,79,sugarcane
70,51,58,26.2,87.4,6.7,290.6,85,sugarcane
82,53,42,23.1,76.9,6.4,239.3,61,rice
45,33,33,27.8,62.8,6.1,83.7,32,barley
35,45,52,30.3,53.6,6.4,97.3,35,millet
21,34,28,23.0,85.3,6.0,219.4,75,pulses
67,53,44,22.7,64.9,6.6,135.9,40,wheat
84,51,42,21.0,75.4,6.7,242.9,60,rice
99,53,60,21.5,81.0,6.7,199.7,69,rice
54,43,44,27.5,67.4,6.3,134.1,58,cotton
49,31,31,26.9,58.5,5.7,100.4,31,barley
43,45,48,31.8,56.4,6.0,112.4,35,millet
74,53,65,28.7,84.1,6.7,234.8,77,sugarcane
94,54,55,24.2,79.8,6.5,200.5,60,rice
66,54,45,26.6,63.0,6.7,134.1,45,wheat
67,34,55,28.2,73.5,6.6,145.5,57,groundnut
63,56,45,26.2,69.5,6.9,144.2,39,wheat
65,30,61,26.9,76.0,6.9,147.9,65,groundnut
50,55,42,22.5,63.9,6.7,110.3,42,wheat
56,40,44,31.4,70.8,6.5,162.9,50,cotton
48,35,31,28.2,56.2,5.6,104.8,28,barley
28,28,27,24.3,88.2,5.5,183.9,78,pulses
85,55,42,23.8,65.9,6.8,154.2,56,maize
53,38,36,26.9,61.8,5.8,102.2,30,barley
72,57,42,23.6,75.9,6.9,130.0,52,maize
25,28,25,25.4,80.2,6.2,195.5,77,pulses
65,39,59,26.5,79.3,6.9,141.1,66,groundnut
79,54,60,29.8,70.0,6.5,205.6,83,sugarcane
45,32,37,29.4,58.5,5.9,100.6,34,barley
52,32,33,26.7,59.6,5.9,104.2,35,barley
46,40,40,25.7,57.5,6.2,94.6,35,barley
29,35,20,25.4,83.6,5.6,198.0,70,pulses
69,38,61,25.7,75.6,6.6,162.7,65,groundnut
72,40,64,25.5,74.0,6.6,168.8,64,groundnut
88,45,50,22.3,75.7,6.7,216.1,76,rice
58,50,41,24.0,66.6,6.8,137.2,40,wheat
90,54,40,24.3,82.6,6.8,240.6,76,rice
54,42,47,30.4,71.4,6.6,133.4,65,cotton
66,31,60,29.8,77.7,6.7,159.1,55,groundnut
80,50,52,27.3,79.4,6.4,259.1,75,sugarcane
89,53,40,25.4,65.8,6.7,168.9,54,maize
60,45,42,27.6,62.7,6.9,137.0,37,wheat
81,54,35,21.9,75.6,6.7,141.1,60,maize
48,31,38,26.8,62.8,6.0,103.6,32,barley
50,31,30,28.0,57.3,5.8,82.5,34,barley
47,38,33,29.6,59.5,6.2,91.2,34,barley
58,52,50,27.4,60.1,6.7,114.4,38,wheat
59,58,45,27.4,61.9,6.7,105.9,45,wheat
76,49,63,25.3,88.0,6.8,213.0,73,sugarcane
47,30,35,28.8,63.8,6.0,102.5,29,barley
44,49,45,28.1,51.2,6.0,96.8,30,millet
29,32,27,23.4,84.3,5.7,223.7,70,pulses
73,36,64,25.5,74.0,6.7,144.5,68,groundnut
28,32,25,24.7,85.7,6.1,207.4,70,pulses
51,43,48,29.5,72.6,6.7,135.6,60,cotton
80,60,42,21.6,65.1,6.7,175.4,60,maize
39,47,46,30.4,54.4,6.1,104.7,27,millet
84,56,37,24.5,63.1,6.8,178.6,51,maize
47,32,30,28.2,55.7,6.0,80.0,29,barley
83,53,39,23.2,73.9,6.6,198.9,48,maize
39,55,48,30.7,56.4,6.2,80.8,31,millet
76,48,58,27.7,86.4,6.4,249.3,85,sugarcane
91,59,51,24.3,81.5,6.4,189.9,72,rice
53,32,34,27.9,62.3,6.2,80.1,26,barley
28,31,22,23.6,85.7,5.9,228.9,76,pulses
69,36,60,29.5,71.3,7.0,162.6,60,groundnut
84,56,54,22.2,86.7,6.3,195.4,69,rice
73,53,56,26.7,88.7,6.8,263.1,70,sugarcane
84,59,41,23.1,68.4,6.9,162.2,59,maize
76,52,42,22.8,61.5,6.9,189.5,56,maize
82,55,35,21.8,61.3,6.9,171.3,60,maize
65,47,58,28.7,72.3,6.4,245.4,85,sugarcane
75,35,65,29.4,70.9,6.8,151.4,69,groundnut
42,50,48,30.3,52.0,6.0,83.3,33,millet
48,37,35,28.9,63.3,5.5,105.2,34,barley
57,56,43,25.4,56.4,7.2,112.2,44,wheat
74,34,56,28.2,75.6,6.7,177.0,57,groundnut
66,45,62,26.0,71.5,6.4,264.9,82,sugarcane
38,51,46,31.8,57.0,6.4,110.9,28,millet
71,60,45,24.6,68.8,6.6,196.5,45,maize
67,49,41,25.5,55.4,7.1,104.5,36,wheat
65,54,53,27.9,82.7,6.6,209.3,81,sugarcane
53,32,36,25.8,56.4,5.5,114.4,27,barley
68,37,64,25.2,74.1,6.8,148.2,63,groundnut
71,50,60,26.8,77.6,6.5,259.7,85,sugarcane
82,54,35,21.3,73.1,6.5,138.5,53,maize
47,39,32,26.0,59.0,5.5,115.4,34,barley
71,30,60,26.8,77.1,6.9,156.7,68,groundnut
75,52,39,22.9,70.4,6.7,169.6,48,maize
40,54,53,30.5,57.8,6.3,106.3,33,millet
88,52,44,25.9,61.2,6.8,175.8,60,maize
75,60,36,21.5,69.1,6.8,143.0,51,maize
93,40,60,22.8,87.6,6.3,206.9,72,rice
71,48,58,28.5,80.8,6.6,263.2,83,sugarcane
65,38,63,28.7,79.2,6.6,157.6,59,groundnut
44,49,46,28.0,58.6,6.3,119.1,30,millet
53,46,45,30.2,73.0,6.7,159.2,54,cotton
23,26,25,22.4,88.8,6.1,215.0,74,pulses
86,59,35,25.0,77.1,6.6,136.5,58,maize
52,39,36,29.6,61.9,6.2,93.9,34,barley
20,31,29,24.6,89.9,6.1,239.5,75,pulses
95,51,51,22.1,83.7,6.6,187.2,78,rice
55,57,45,24.8,67.4,6.8,143.5,37,wheat
74,54,56,25.5,80.4,6.7,267.5,77,sugarcane
80,54,37,21.6,74.4,6.6,171.5,48,maize
75,36,55,28.5,79.7,6.6,145.0,62,groundnut
55,48,50,27.4,69.7,6.2,174.9,58,cotton
61,47,45,25.8,62.8,7.1,137.5,35,wheat
82,55,36,24.1,72.6,6.5,147.0,52,maize
48,31,36,29.7,61.1,5.6,90.7,26,barley
23,26,30,22.7,89.2,5.6,212.8,72,pulses
70,31,61,25.9,77.3,6.7,176.2,57,groundnut
98,60,53,21.3,81.7,6.4,222.7,73,rice
70,32,55,25.7,79.6,6.9,158.5,67,groundnut
69,40,59,27.2,73.3,6.4,212.9,80,sugarcane
36,55,52,28.2,53.1,6.3,114.6,32,millet
97,52,56,21.2,88.0,6.0,220.0,69,rice
96,49,56,20.4,83.0,6.5,207.2,67,rice
77,40,55,28.7,85.4,6.7,236.1,79,sugarcane
38,52,52,30.8,53.4,6.4,119.1,33,millet
61,47,49,27.1,68.9,6.8,120.2,35,wheat
54,50,45,25.6,58.9,7.2,101.6,40,wheat
52,39,34,28.9,56.7,6.1,93.9,28,barley
25,27,29,23.3,85.5,6.0,228.5,74,pulses
57,47,43,29.3,74.8,6.3,126.0,65,cotton
92,56,56,20.8,88.2,6.4,206.1,60,rice
65,49,57,28.8,80.6,6.3,230.6,84,sugarcane
